#{"t_start": 1784588947.4668708, "env_id": "None"}
r,l,t
-154.9,9,1.998886
-154.15,34,2.017546
745.85,60,2.049977
779.15,60,2.083549
295.1,60,2.115
381.25,60,2.14438
-192.35,24,2.155707
618.5,60,2.186456
925.35,60,2.21631
794.3,60,2.250622
1107.55,60,2.282006
384.4,60,2.316113
584.5,60,2.348586
-155.75,12,2.355493
254.3,60,2.388098
761.8,60,2.420169
144.8,60,2.456263
-181.75,26,2.470886
895.7,60,2.509053
220.5,60,2.549112
940.6,60,2.583984
1013.65,60,2.61638
207.5,60,2.654867
960.95,60,2.689992
1027.95,60,2.728998
-174.0,14,2.738261
552.75,60,2.772538
-162.55,59,2.809076
874.45,60,2.838522
1004.05,60,2.86636
-160.15,17,2.873651
1136.85,60,2.904758
610.6,60,2.939756
622.95,60,2.967312
908.15,60,2.997139
753.35,60,3.025704
823.6,60,3.055441
155.6,60,3.086404
410.8,60,3.118412
930.4,60,3.146999
1190.7,60,3.177807
859.95,60,3.209202
-208.05,7,3.213467
594.05,60,3.245215
161.7,60,3.278121
913.65,60,3.30716
979.25,60,3.338074
1015.7,60,3.3641
871.05,60,3.393624
-154.5,10,3.39828
-167.05,17,3.407254
550.55,60,3.43699
1022.7,60,3.468134
987.05,60,3.497358
689.85,60,3.528095
995.75,60,3.558873
413.3,60,3.588806
-171.05,44,3.611626
497.1,60,3.643682
-178.5,4,3.645704
919.95,60,3.677194
-151.7,10,3.683245
964.0,60,3.714466
-160.65,36,3.73517
504.95,60,3.765309
369.2,60,3.801657
303.65,60,3.836817
685.85,60,3.873014
1006.6,60,3.909092
816.35,60,3.940455
1054.9,60,3.972985
-171.25,16,3.981487
828.55,60,4.012668
-174.45,10,4.016963
214.45,60,4.048752
644.05,60,4.079644
776.1,60,4.10823
553.8,60,4.137128
1132.05,60,4.168649
545.45,60,4.198578
-80.55,60,4.228621
-169.55,11,4.234415
-156.0,8,4.241085
803.65,60,4.272039
542.0,60,4.302615
-163.15,13,4.309026
984.95,60,4.340557
-165.0,8,4.344833
203.1,60,4.376104
834.75,60,4.407904
114.0,60,4.439508
1239.05,60,4.472376
541.85,60,4.505826
659.5,60,4.537813
83.05,60,4.570363
-160.3,9,4.576084
1056.0,60,4.606098
671.9,60,4.638083
612.15,60,4.669367
767.2,60,4.703711
377.85,60,4.743357
1054.65,60,4.776197
880.25,60,4.810695
26.05,60,4.846616
339.05,60,4.879948
338.75,60,4.908046
-92.45,60,4.941654
1207.35,60,4.974252
617.95,60,5.008089
-155.05,18,5.016671
626.95,60,5.052127
-150.85,39,5.074803
999.1,60,5.108134
940.55,60,5.143501
801.3,60,5.176197
874.9,60,5.214772
1357.1,60,5.251445
1059.35,60,5.28394
-163.55,7,5.288213
-154.55,23,5.300593
541.0,60,5.336051
-181.55,46,5.364611
1008.2,60,5.40107
380.15,60,5.43591
464.25,60,5.479108
704.0,60,5.525529
-164.25,51,5.560076
1237.9,60,5.595268
1040.4,60,5.631444
574.95,60,5.670379
974.3,60,5.712668
987.45,60,5.751154
415.55,60,5.790895
815.35,60,5.830694
731.4,60,5.86862
-23.35,60,5.904118
1138.5,60,5.9416
939.8,60,5.983911
128.95,60,6.022701
-160.6,11,6.028446
-157.4,19,6.040451
839.15,60,6.077424
675.8,60,6.114455
1128.65,60,6.152162
232.9,60,6.189142
554.55,60,6.228991
768.6,60,6.268179
1121.35,60,6.301673
36.25,60,6.3358
-62.8,60,6.375632
-171.75,13,6.382849
803.8,60,6.417831
906.8,60,6.454833
590.9,60,6.491378
212.05,60,6.526825
534.5,60,6.564797
463.85,60,6.6032
1034.0,60,6.642936
601.25,60,6.687232
1010.9,60,6.725879
909.4,60,6.765929
1017.1,60,6.804052
1080.05,60,6.839719
195.1,60,6.881389
949.45,60,6.917403
685.05,60,6.956833
-164.05,19,6.968263
972.5,60,7.00565
1249.2,60,7.047714
717.05,60,7.085775
543.45,60,7.131708
764.25,60,7.170527
979.25,60,7.204864
321.05,60,7.237501
-163.6,44,7.266936
1032.4,60,7.301592
946.15,60,7.336938
828.5,60,7.374218
885.95,60,7.409938
817.1,60,7.44265
-185.25,40,7.466424
943.8,60,7.500943
921.35,60,7.537145
1043.0,60,7.572851
868.3,60,7.606951
387.0,60,7.639919
-19.1,60,7.675695
859.05,60,7.708299
658.9,60,7.74126
902.6,60,7.778558
791.05,60,7.813476
570.25,60,7.847329
227.75,60,7.881177
730.1,60,7.916241
1046.6,60,7.952607
160.35,60,7.985309
949.55,60,8.016732
699.0,60,8.050475
-169.45,57,8.079005
1072.0,60,8.110868
848.95,60,8.146122
649.35,60,8.181766
1093.6,60,8.216638
608.5,60,8.25185
274.7,60,8.284132
621.6,60,8.316172
327.05,60,8.350608
265.1,60,8.384314
796.25,60,8.415964
910.45,60,8.450073
548.55,60,8.485073
740.4,60,8.518005
598.3,60,8.554554
589.55,60,8.587749
975.75,60,8.620179
829.25,60,8.653635
585.5,60,8.687964
850.65,60,8.724619
844.65,60,8.764458
568.55,60,8.799366
623.3,60,8.835823
692.2,60,8.871026
608.0,60,8.902864
673.5,60,8.937715
783.5,60,8.974514
793.2,60,9.009261
912.05,60,9.044944
620.6,60,9.080674
437.8,60,9.111664
808.05,60,9.14681
877.3,60,9.182062
908.1,60,9.217752
811.9,60,9.263278
985.45,60,9.303972
533.85,60,9.343381
602.65,60,9.383332
793.6,60,9.420058
686.1,60,9.458774
749.75,60,9.499779
203.0,60,9.54938
366.45,60,9.591791
521.4,60,9.630099
237.7,60,9.67135
764.85,60,9.71114
758.75,60,9.755002
896.2,60,9.795275
-163.4,48,9.82581
801.35,60,9.863473
591.25,60,9.900504
655.55,60,9.936582
802.0,60,9.973425
729.1,60,10.013276
737.0,60,10.052309
894.3,60,10.094019
680.2,60,10.131576
525.45,60,10.171809
878.7,60,10.211588
541.2,60,10.261705
687.3,60,10.303772
549.15,60,10.3495
543.45,60,10.413429
699.35,60,10.468895
616.25,60,10.522638
679.4,60,10.576014
228.75,60,10.615091
587.9,60,10.650201
736.75,60,10.684964
595.05,60,10.719082
475.9,60,10.759043
351.95,60,10.795198
1075.45,60,10.832256
278.1,60,10.871441
721.2,60,10.910506
533.5,60,10.9484
541.7,60,10.983339
578.65,60,11.016496
354.2,60,11.052015
910.5,60,11.086979
427.25,60,11.123357
791.05,60,11.162139
368.65,60,11.198012
738.35,60,11.233577
249.45,60,11.265553
-188.0,5,11.269103
622.5,60,11.302385
835.8,60,11.335305
776.8,60,11.371819
579.8,60,11.404017
523.35,60,11.435892
808.3,60,11.47272
-150.05,6,11.475786
873.2,60,11.509809
913.4,60,11.54912
981.6,60,11.586391
882.0,60,11.623131
766.95,60,11.659571
756.65,60,11.695993
377.6,60,11.726489
595.75,60,11.764786
822.3,60,11.800791
602.35,60,11.835059
615.05,60,11.870131
687.2,60,11.900724
1016.7,60,11.934253
740.75,60,11.970944
726.15,60,12.00742
843.05,60,12.044903
733.85,60,12.079975
597.2,60,12.113341
837.3,60,12.144902
758.55,60,12.177999
842.25,60,12.213482
906.35,60,12.247444
594.05,60,12.28326
706.8,60,12.317672
295.2,60,12.352617
608.0,60,12.385855
805.5,60,12.421732
1012.9,60,12.458218
434.8,60,12.491845
409.65,60,12.522997
777.15,60,12.55711
1077.85,60,12.59336
1042.45,60,12.628727
319.45,60,12.663283
447.8,60,12.699616
711.0,60,12.736463
676.5,60,12.774554
894.3,60,12.815427
484.9,60,12.854384
527.2,60,12.891523
879.15,60,12.933999
703.35,60,12.972411
-178.85,33,12.992309
813.65,60,13.032779
221.4,60,13.07983
920.35,60,13.121955
839.7,60,13.162512
682.6,60,13.202182
1062.7,60,13.244564
807.9,60,13.285029
911.8,60,13.326782
595.4,60,13.367329
949.55,60,13.404435
530.4,60,13.440872
481.45,60,13.477122
918.75,60,13.512209
455.5,60,13.553853
821.45,60,13.591911
588.05,60,13.629817
1098.7,60,13.667874
918.0,60,13.707159
523.4,60,13.747899
765.8,60,13.789071
843.1,60,13.832427
197.25,60,13.87489
906.35,60,13.915218
826.05,60,13.956955
830.25,60,13.997604
894.45,60,14.039017
787.55,60,14.078298
572.5,60,14.113963
237.15,60,14.148493
948.4,60,14.182869
927.9,60,14.217661
484.7,60,14.251924
188.65,60,14.285089
856.9,60,14.320181
610.5,60,14.355652
601.2,60,14.389575
647.7,60,14.424273
951.0,60,14.458068
823.65,60,14.488371
829.05,60,14.518547
733.9,60,14.552155
755.85,60,14.588584
764.8,60,14.621297
633.85,60,14.65188
803.6,60,14.682412
535.2,60,14.715294
983.7,60,14.748607
1028.45,60,14.784693
769.15,60,14.818422
638.55,60,14.852478
490.55,60,14.882771
838.85,60,14.913003
765.9,60,14.944333
713.9,60,14.97623
396.65,60,15.006374
848.1,60,15.036435
912.0,60,15.069409
850.0,60,15.10089
538.4,60,15.131293
131.0,60,15.164336
420.8,60,15.196109
365.7,60,15.226722
979.6,60,15.26429
443.0,60,15.299717
748.95,60,15.333179
828.3,60,15.370103
904.8,60,15.403754
801.7,60,15.437944
958.55,60,15.469037
881.15,60,15.499367
709.5,60,15.532055
1004.9,60,15.567966
631.0,60,15.59862
518.75,60,15.631268
826.0,60,15.666325
1059.1,60,15.700951
981.75,60,15.736784
932.05,60,15.775888
788.9,60,15.813118
636.55,60,15.84821
904.25,60,15.883703
647.85,60,15.915663
850.75,60,15.946695
782.35,60,15.982492
652.2,60,16.020422
348.25,60,16.057389
696.5,60,16.093191
631.3,60,16.125518
378.15,60,16.155965
573.25,60,16.186457
890.5,60,16.220465
994.1,60,16.25565
245.5,60,16.288211
773.65,60,16.322333
679.05,60,16.362602
617.5,60,16.402734
708.55,60,16.439349
775.3,60,16.479206
1019.6,60,16.515073
799.65,60,16.549494
726.2,60,16.587556
1059.1,60,16.626141
936.25,60,16.670478
684.35,60,16.709826
773.9,60,16.748202
534.1,60,16.790397
884.45,60,16.830704
505.65,60,16.87519
642.6,60,16.911973
803.75,60,16.953867
615.3,60,16.989563
839.45,60,17.022255
346.6,60,17.058846
956.25,60,17.093518
756.85,60,17.132177
821.9,60,17.166167
770.7,60,17.201567
501.7,60,17.239574
927.35,60,17.28175
327.1,60,17.321139
705.15,60,17.364721
546.6,60,17.404624
880.65,60,17.442418
1053.05,60,17.478035
789.55,60,17.51365
537.75,60,17.552693
683.8,60,17.59112
650.8,60,17.628902
582.95,60,17.662876
1030.65,60,17.696749
591.3,60,17.731655
572.9,60,17.767629
551.3,60,17.799571
971.55,60,17.833735
764.15,60,17.867872
429.75,60,17.899353
887.75,60,17.930731
719.55,60,17.962329
997.4,60,17.994386
851.2,60,18.029608
755.8,60,18.065236
976.6,60,18.100044
435.8,60,18.132851
444.7,60,18.164007
481.05,60,18.198758
767.0,60,18.233838
452.2,60,18.267928
824.95,60,18.298718
711.45,60,18.329328
760.4,60,18.363584
857.3,60,18.398029
911.7,60,18.431305
1006.0,60,18.465883
1058.75,60,18.499895
650.05,60,18.530598
526.6,60,18.566156
827.55,60,18.596976
820.15,60,18.630162
571.3,60,18.661226
874.2,60,18.691117
503.75,60,18.721125
768.55,60,18.755891
426.6,60,18.787658
401.35,60,18.818079
550.95,60,18.851246
696.65,60,18.887386
451.5,60,18.922742
920.0,60,18.955894
868.85,60,18.987541
827.7,60,19.02249
1046.05,60,19.059983
863.4,60,19.096739
879.45,60,19.133393
751.85,60,19.16924
1054.55,60,19.204038
718.45,60,19.238983
980.5,60,19.27436
380.7,60,19.307544
631.9,60,19.342352
605.1,60,19.378658
809.25,60,19.414397
981.5,60,19.448315
810.6,60,19.484149
700.7,60,19.517166
701.0,60,19.551879
560.65,60,19.588118
902.3,60,19.619523
623.0,60,19.652534
866.95,60,19.687046
827.35,60,19.718822
836.45,60,19.749773
930.35,60,19.788765
452.0,60,19.822126
721.65,60,19.858139
563.6,60,19.897299
644.0,60,19.934416
695.25,60,19.973562
864.45,60,20.01085
848.6,60,20.048853
953.85,60,20.086581
710.3,60,20.12414
905.45,60,20.166279
678.1,60,20.209816
686.65,60,20.24826
721.75,60,20.283266
774.0,60,20.316482
798.4,60,20.355996
952.1,60,20.399611
507.1,60,20.45052
1025.25,60,20.500078
798.95,60,20.536084
789.5,60,20.576318
460.55,60,20.615085
802.65,60,20.652003
784.2,60,20.691316
697.05,60,20.732599
692.7,60,20.775115
1037.0,60,20.813674
440.0,60,20.854968
718.55,60,20.897177
375.35,60,20.940828
838.15,60,20.995123
658.4,60,21.040851
968.55,60,21.080933
764.5,60,21.122114
1046.1,60,21.162456
686.4,60,21.203018
618.9,60,21.258527
792.45,60,21.306473
622.4,60,21.389819
481.3,60,21.486989
1137.35,60,21.571031
1029.2,60,21.656036
828.95,60,21.739972
599.15,60,21.825132
764.9,60,21.917164
695.65,60,22.007494
612.1,60,22.104331
603.9,60,22.188975
916.2,60,22.271214
490.7,60,22.352231
822.65,60,22.446522
908.35,60,22.528984
609.1,60,22.614413
915.3,60,22.703885
752.3,60,22.801208
533.2,60,22.881357
868.4,60,22.963378
455.7,60,23.045693
375.25,60,23.127637
809.8,60,23.209893
795.9,60,23.301687
650.35,60,23.386826
900.95,60,23.476437
768.45,60,23.570054
713.3,60,23.658785
1011.75,60,23.745312
1060.25,60,23.849008
854.4,60,23.939638
850.6,60,24.020396
920.45,60,24.107078
650.65,60,24.193885
894.55,60,24.277236
1154.6,60,24.368451
699.95,60,24.45093
1006.35,60,24.538004
815.4,60,24.624805
745.35,60,24.724817
622.2,60,24.815887
873.2,60,24.898362
750.2,60,24.989547
827.7,60,25.075054
1028.7,60,25.156966
637.55,60,25.241567
1079.6,60,25.327613
1010.3,60,25.426253
753.25,60,25.515553
680.8,60,25.602641
864.55,60,25.695297
870.8,60,25.78925
843.95,60,25.876957
699.25,60,25.962214
820.1,60,26.050777
932.5,60,26.138783
1028.25,60,26.255978
445.05,60,26.345049
813.75,60,26.427965
965.75,60,26.512468
763.0,60,26.605925
501.8,60,26.690246
385.95,60,26.777607
1155.75,60,26.881343
930.3,60,26.968998
836.5,60,27.074248
863.85,60,27.1643
1092.1,60,27.24597
638.95,60,27.329466
458.35,60,27.422781
524.4,60,27.512362
738.2,60,27.600708
1126.0,60,27.693486
703.35,60,27.814049
864.7,60,27.896645
976.1,60,27.986064
994.4,60,28.077683
467.65,60,28.168945
943.6,60,28.25332
1028.95,60,28.347805
869.5,60,28.433189
561.9,60,28.516269
1063.6,60,28.598467
653.7,60,28.682298
986.7,60,28.772648
486.85,60,28.856906
648.5,60,28.941411
788.7,60,29.030299
1043.1,60,29.12157
883.15,60,29.205564
984.65,60,29.323277
805.65,60,29.404258
1173.0,60,29.48064
786.1,60,29.57346
740.6,60,29.676049
694.85,60,29.80074
583.9,60,29.885039
912.0,60,29.963742
608.25,60,30.042535
401.2,60,30.118207
1278.5,60,30.209808
525.95,60,30.293661
870.95,60,30.373702
911.85,60,30.463585
621.1,60,30.556621
924.15,60,30.646874
797.75,60,30.737664
1062.6,60,30.843079
364.95,60,30.953049
894.8,60,31.041476
961.55,60,31.15831
977.7,60,31.254637
615.15,60,31.356023
702.05,60,31.47455
903.95,60,31.576921
825.45,60,31.667844
1054.55,60,31.749078
930.25,60,31.846816
627.1,60,31.954122
491.1,60,32.046146
1102.05,60,32.13595
367.45,60,32.234967
885.45,60,32.327481
764.4,60,32.423919
826.9,60,32.525029
778.8,60,32.627248
772.1,60,32.878405
711.95,60,33.0569
814.5,60,33.153511
952.1,60,33.259102
1046.95,60,33.374267
580.0,60,33.459584
951.6,60,33.543637
890.9,60,33.628694
412.9,60,33.711145
953.25,60,33.822348
452.25,60,33.900532
419.55,60,33.982197
652.65,60,34.058807
811.95,60,34.149473
616.95,60,34.275441
830.25,60,34.397345
905.3,60,34.51131
538.05,60,34.607684
960.15,60,34.689227
1121.95,60,34.783729
1095.2,60,34.883067
1122.2,60,34.967999
984.2,60,35.046011
958.45,60,35.123382
287.2,60,35.204881
718.95,60,35.280435
827.75,60,35.363678
930.3,60,35.41311
891.95,60,35.456137
636.1,60,35.495554
790.3,60,35.537475
1100.35,60,35.580099
511.65,60,35.621527
946.4,60,35.660583
1075.75,60,35.709166
734.5,60,35.75003
603.25,60,35.792278
799.75,60,35.838118
1280.05,60,35.88194
1024.55,60,35.927106
719.55,60,35.976078
489.7,60,36.022853
773.7,60,36.067293
600.0,60,36.109753
980.25,60,36.155797
1029.95,60,36.205903
921.55,60,36.248119
1008.4,60,36.290714
376.65,60,36.334413
930.45,60,36.37688
603.75,60,36.418807
914.0,60,36.459138
641.5,60,36.501209
933.75,60,36.543795
561.1,60,36.584786
634.55,60,36.630785
881.8,60,36.671075
540.0,60,36.712303
876.75,60,36.750144
433.2,60,36.787244
1146.85,60,36.827757
1093.55,60,36.866246
711.1,60,36.904258
1042.85,60,36.943483
693.6,60,36.980409
891.8,60,37.019642
755.65,60,37.060795
931.1,60,37.103938
546.05,60,37.140564
606.0,60,37.176435
166.95,60,37.213724
1162.75,60,37.252894
951.3,60,37.289823
405.1,60,37.328151
1028.9,60,37.363942
892.1,60,37.403144
749.95,60,37.441088
863.7,60,37.477264
1026.3,60,37.515157
1248.25,60,37.551634
708.15,60,37.587823
508.7,60,37.627642
837.75,60,37.665612
709.5,60,37.707363
464.2,60,37.744386
725.7,60,37.780833
701.05,60,37.817058
772.6,60,37.855771
833.3,60,37.891399
948.6,60,37.93046
727.55,60,37.968463
959.3,60,38.004475
766.15,60,38.040833
871.9,60,38.076611
677.9,60,38.11277
925.2,60,38.147856
981.8,60,38.181391
1076.05,60,38.219471
1121.25,60,38.255152
993.55,60,38.291969
896.7,60,38.32875
806.35,60,38.36532
1076.75,60,38.403242
1265.55,60,38.439255
1020.75,60,38.474906
807.45,60,38.512004
1042.35,60,38.547757
613.75,60,38.583765
863.65,60,38.620348
991.65,60,38.655965
945.55,60,38.690414
1099.95,60,38.724737
816.7,60,38.762332
1144.85,60,38.800043
723.9,60,38.837061
699.3,60,38.870686
1056.25,60,38.906239
1023.3,60,38.941883
854.05,60,38.978958
442.0,60,39.015948
907.4,60,39.060074
748.85,60,39.098572
614.25,60,39.138647
833.55,60,39.177475
842.9,60,39.222058
832.55,60,39.267839
709.25,60,39.315658
916.15,60,39.361133
842.25,60,39.40546
1018.65,60,39.450218
1152.95,60,39.507879
753.65,60,39.557537
750.1,60,39.647804
1066.65,60,39.699949
979.15,60,39.743982
687.7,60,39.785183
767.5,60,39.825411
1052.35,60,39.86749
738.5,60,39.913332
760.7,60,39.953626
671.75,60,40.007576
900.1,60,40.055626
910.75,60,40.101389
1043.1,60,40.143298
983.7,60,40.187263
357.35,60,40.235323
862.3,60,40.288059
1072.05,60,40.332364
794.85,60,40.377353
586.2,60,40.425369
870.75,60,40.471143
1022.65,60,40.517067
1069.0,60,40.555012
685.25,60,40.594124
916.65,60,40.633453
695.75,60,40.672735
1150.45,60,40.717912
911.9,60,40.758971
840.85,60,40.814345
560.7,60,40.855928
893.75,60,40.897628
588.1,60,40.939268
1207.25,60,40.982347
467.3,60,41.028199
1013.6,60,41.07296
603.75,60,41.113577
919.95,60,41.155444
592.95,60,41.193769
819.05,60,41.23273
538.35,60,41.267876
935.25,60,41.30595
679.3,60,41.342261
498.3,60,41.377205
863.65,60,41.412364
917.85,60,41.448053
910.65,60,41.48346
958.55,60,41.517851
945.2,60,41.552837
694.05,60,41.588529
750.05,60,41.624156
924.2,60,41.658954
948.25,60,41.704935
708.4,60,41.758066
853.3,60,41.804265
592.55,60,41.84547
922.4,60,41.881855
580.15,60,41.929291
1050.55,60,42.040557
689.05,60,42.08954
497.9,60,42.133541
800.75,60,42.173435
316.1,60,42.211842
859.45,60,42.25059
622.25,60,42.290573
1045.05,60,42.330965
552.85,60,42.37058
642.95,60,42.409086
796.55,60,42.451297
873.2,60,42.487606
993.9,60,42.52328
813.75,60,42.569168
746.2,60,42.613598
772.9,60,42.658436
471.85,60,42.698976
300.7,60,42.737873
947.15,60,42.778495
719.1,60,42.819808
851.85,60,42.866698
900.65,60,42.906435
830.85,60,42.945897
1061.95,60,42.986029
668.55,60,43.040013
965.9,60,43.078722
1039.45,60,43.135204
522.15,60,43.180177
885.95,60,43.228932
1026.35,60,43.276071
614.75,60,43.313085
828.6,60,43.353201
671.65,60,43.391664
747.25,60,43.450621
817.9,60,43.494278
709.2,60,43.536322
556.1,60,43.572861
512.6,60,43.607637
589.8,60,43.644128
881.2,60,43.677478
896.05,60,43.713223
378.0,60,43.749331
822.9,60,43.783559
903.0,60,43.820293
1030.3,60,43.857331
894.4,60,43.891105
919.3,60,43.922837
982.15,60,43.960423
779.05,60,43.995308
934.45,60,44.033427
1030.15,60,44.0686
913.85,60,44.103508
874.85,60,44.138871
569.8,60,44.173978
844.4,60,44.210075
874.5,60,44.2422
507.25,60,44.275153
965.85,60,44.309036
670.05,60,44.346183
967.25,60,44.380884
709.45,60,44.415744
814.4,60,44.450336
660.35,60,44.486037
382.7,60,44.520778
978.25,60,44.557055
863.95,60,44.59318
566.15,60,44.630448
907.6,60,44.666809
1084.5,60,44.70299
