#{"t_start": 1784588813.692571, "env_id": "None"}
r,l,t
574.3,60,3.622921
739.9,60,3.649441
764.55,60,3.769956
-154.25,43,3.79124
758.8,60,3.818921
508.55,60,3.846469
583.05,60,3.87522
584.15,60,3.902849
554.15,60,3.929882
495.3,60,3.956557
863.3,60,3.98247
607.5,60,4.012538
797.4,60,4.039418
379.6,60,4.066771
428.05,60,4.094816
813.95,60,4.126228
125.45,60,4.156608
765.45,60,4.18347
846.85,60,4.208954
177.25,60,4.233935
634.05,60,4.350412
585.7,60,4.377921
485.7,60,4.405455
617.9,60,4.433074
579.35,60,4.46082
852.3,60,4.488396
996.6,60,4.515403
592.1,60,4.541351
575.65,60,4.565329
887.65,60,4.589574
701.85,60,4.613019
474.6,60,4.638511
541.05,60,4.666771
1029.35,60,4.692362
657.8,60,4.717175
239.4,60,4.74258
-150.25,20,4.750481
312.05,60,4.775462
-150.7,14,4.874854
726.6,60,4.901079
632.25,60,4.928251
787.4,60,4.962158
210.0,60,4.990105
-183.35,18,4.998582
851.95,60,5.023068
456.95,60,5.050185
182.1,60,5.076373
728.2,60,5.101313
162.15,60,5.125417
3.7,60,5.150444
549.9,60,5.175756
829.65,60,5.200332
757.85,60,5.226824
337.95,60,5.252481
-156.85,30,5.26635
832.4,60,5.290539
693.5,60,5.315054
810.2,60,5.439814
803.45,60,5.466879
542.1,60,5.494931
277.55,60,5.51912
481.35,60,5.54313
89.4,60,5.569147
474.35,60,5.59401
855.55,60,5.619561
578.65,60,5.644102
755.3,60,5.668381
555.95,60,5.693079
813.85,60,5.717355
586.4,60,5.746472
440.6,60,5.77363
742.8,60,5.80132
-166.0,5,5.803521
253.65,60,5.830838
418.0,60,5.856624
611.7,60,5.980155
131.6,60,6.007977
209.3,60,6.03456
44.25,60,6.061181
734.75,60,6.089914
773.55,60,6.11747
693.7,60,6.145389
507.1,60,6.171611
584.35,60,6.195941
806.15,60,6.220942
711.5,60,6.247218
568.1,60,6.276339
-157.35,12,6.283051
408.3,60,6.310923
534.7,60,6.34159
952.15,60,6.373156
183.55,60,6.399041
814.1,60,6.52827
685.7,60,6.556616
-5.65,60,6.583655
331.1,60,6.611684
778.55,60,6.639473
-165.4,15,6.646649
536.65,60,6.678793
794.95,60,6.707633
844.8,60,6.735116
576.95,60,6.759998
734.2,60,6.785851
394.5,60,6.8129
854.5,60,6.840344
760.4,60,6.872553
209.5,60,6.898169
225.95,60,6.924147
657.45,60,6.949806
-163.0,25,6.962008
-151.95,54,6.986343
488.3,60,7.104409
767.25,60,7.129277
689.65,60,7.152986
568.95,60,7.176714
744.4,60,7.200326
404.05,60,7.22428
571.45,60,7.247993
860.05,60,7.27376
733.1,60,7.299593
1098.0,60,7.324169
49.85,60,7.348846
223.2,60,7.377262
-14.8,60,7.406081
303.8,60,7.432936
73.9,60,7.459837
-152.65,36,7.476538
652.95,60,7.504618
696.65,60,7.62217
454.0,60,7.6498
809.85,60,7.675393
-150.65,11,7.680696
-6.95,60,7.708078
891.65,60,7.735446
-158.35,16,7.742813
32.1,60,7.769526
563.8,60,7.795137
831.05,60,7.819299
821.55,60,7.843894
403.05,60,7.868287
512.85,60,7.894857
721.05,60,7.925022
928.85,60,7.954404
361.55,60,7.984163
842.4,60,8.013237
692.7,60,8.042976
912.65,60,8.072851
76.75,60,8.180798
-7.15,60,8.208564
940.05,60,8.235281
675.1,60,8.261304
253.2,60,8.285119
154.45,60,8.309042
241.0,60,8.337662
790.05,60,8.367865
341.15,60,8.393592
705.3,60,8.419701
446.7,60,8.447581
0.75,60,8.473793
-159.85,16,8.480134
625.7,60,8.506046
234.45,60,8.533809
398.05,60,8.560927
510.2,60,8.587235
-153.85,33,8.603309
574.85,60,8.709587
920.0,60,8.736475
843.65,60,8.76169
715.35,60,8.786222
-155.15,12,8.791969
239.95,60,8.819986
37.55,60,8.848532
-198.95,7,8.852171
404.45,60,8.882414
-153.25,27,8.895746
504.3,60,8.920915
686.05,60,8.946774
279.05,60,8.972196
721.25,60,8.997168
694.45,60,9.022971
706.3,60,9.04967
661.5,60,9.076535
664.4,60,9.105451
880.8,60,9.131993
102.5,60,9.158617
572.45,60,9.281768
351.8,60,9.309507
868.4,60,9.335384
523.1,60,9.363204
-178.0,8,9.367135
854.1,60,9.394062
487.7,60,9.421745
887.8,60,9.450479
334.9,60,9.475845
534.35,60,9.500142
835.8,60,9.525053
480.0,60,9.550312
720.05,60,9.578632
774.65,60,9.606791
453.45,60,9.632023
156.25,60,9.656424
-157.5,12,9.661581
1073.3,60,9.688187
881.05,60,9.819903
618.3,60,9.847175
419.4,60,9.874217
286.3,60,9.9029
810.55,60,9.933985
599.9,60,9.966817
834.6,60,10.000394
707.4,60,10.026272
760.15,60,10.051311
716.7,60,10.077119
158.95,60,10.102278
763.75,60,10.129101
882.95,60,10.154039
319.45,60,10.179241
708.7,60,10.203191
803.3,60,10.229476
673.85,60,10.259595
566.1,60,10.392301
597.35,60,10.421065
414.75,60,10.447436
173.1,60,10.474858
902.15,60,10.502659
281.8,60,10.529589
508.9,60,10.556646
927.35,60,10.58585
-151.85,15,10.592415
836.4,60,10.616337
859.95,60,10.645646
19.6,60,10.672824
418.3,60,10.701625
688.5,60,10.729512
384.1,60,10.757073
742.1,60,10.785009
745.75,60,10.811997
360.35,60,10.837914
876.35,60,10.963792
995.6,60,10.991946
-156.4,47,11.012316
596.45,60,11.039605
-160.95,38,11.05615
838.2,60,11.082477
817.6,60,11.107052
750.4,60,11.133716
586.65,60,11.160368
536.55,60,11.184436
658.6,60,11.208504
987.85,60,11.234782
806.45,60,11.259864
918.4,60,11.286456
886.8,60,11.32044
269.8,60,11.349667
707.35,60,11.374626
698.0,60,11.398943
199.8,60,11.51555
333.85,60,11.542869
190.5,60,11.570429
707.45,60,11.597908
76.85,60,11.62571
941.5,60,11.652877
841.45,60,11.680517
552.05,60,11.70684
529.65,60,11.734119
557.4,60,11.761979
758.55,60,11.789022
789.85,60,11.815476
651.0,60,11.842355
-95.4,60,11.877532
1039.5,60,11.911936
-168.6,19,11.92213
634.25,60,11.951246
671.85,60,11.979372
301.65,60,12.098228
788.4,60,12.125802
386.35,60,12.148993
951.5,60,12.17615
882.85,60,12.202986
-189.0,42,12.22175
-178.2,41,12.239456
624.25,60,12.267576
-12.45,60,12.292448
913.2,60,12.316807
849.4,60,12.342499
483.5,60,12.36708
-185.45,21,12.375663
257.45,60,12.40346
289.45,60,12.432165
414.35,60,12.463484
-150.75,16,12.47012
357.4,60,12.496499
921.65,60,12.523389
1006.1,60,12.640723
-156.5,57,12.668813
912.9,60,12.6972
584.95,60,12.723798
33.45,60,12.747443
585.5,60,12.771314
608.4,60,12.794967
730.7,60,12.820258
344.45,60,12.843926
673.9,60,12.86928
664.4,60,12.893299
823.75,60,12.917402
899.15,60,12.941834
656.75,60,12.966566
691.1,60,12.99261
1076.05,60,13.019017
906.85,60,13.044951
943.4,60,13.159807
817.35,60,13.18697
514.95,60,13.213718
935.35,60,13.23728
-161.0,3,13.238671
612.1,60,13.263465
759.95,60,13.291631
915.65,60,13.319958
897.0,60,13.347751
909.25,60,13.372003
738.05,60,13.39616
849.85,60,13.42314
701.1,60,13.447686
13.7,60,13.47642
-151.15,23,13.491919
756.95,60,13.533765
-151.0,11,13.541495
168.5,60,13.568058
805.05,60,13.592815
534.55,60,13.693233
821.4,60,13.71683
343.2,60,13.740467
-156.65,16,13.746914
549.35,60,13.771891
72.85,60,13.797331
519.9,60,13.822073
794.45,60,13.849167
-159.5,8,13.85265
790.4,60,13.876652
29.65,60,13.901812
943.7,60,13.926828
865.3,60,13.951036
541.45,60,13.975666
738.0,60,13.999439
499.0,60,14.023814
782.35,60,14.048494
578.05,60,14.073923
957.35,60,14.099113
786.9,60,14.206176
780.05,60,14.231381
842.55,60,14.255165
643.25,60,14.279113
534.1,60,14.302787
651.7,60,14.329501
-163.95,30,14.343366
1018.9,60,14.367455
406.3,60,14.391413
801.2,60,14.416292
138.0,60,14.440094
482.6,60,14.468115
379.6,60,14.493872
525.85,60,14.518409
739.15,60,14.542345
705.3,60,14.569964
948.55,60,14.596938
1056.35,60,14.707732
925.2,60,14.733485
274.9,60,14.757601
-172.9,7,14.760579
711.25,60,14.787142
356.2,60,14.811965
1004.9,60,14.838524
-166.15,38,14.855273
-154.25,47,14.876879
-154.7,17,14.88478
432.4,60,14.911539
793.05,60,14.938964
840.4,60,14.966763
814.95,60,14.993105
-154.1,13,14.99891
1026.1,60,15.025163
709.2,60,15.051296
697.2,60,15.078478
949.3,60,15.112912
736.6,60,15.145179
565.05,60,15.274171
451.1,60,15.301377
675.8,60,15.327341
1031.6,60,15.354456
736.25,60,15.381486
528.25,60,15.409074
634.35,60,15.434881
134.35,60,15.458811
519.65,60,15.483143
856.7,60,15.507781
220.25,60,15.536116
554.15,60,15.563115
361.45,60,15.596187
516.4,60,15.623378
936.8,60,15.652354
504.3,60,15.67815
743.95,60,15.712807
798.85,60,15.741105
505.7,60,15.86965
513.95,60,15.89774
902.6,60,15.925642
305.55,60,15.953635
719.05,60,15.981719
946.35,60,16.009995
664.25,60,16.038382
630.2,60,16.068915
519.95,60,16.101699
1093.45,60,16.127679
651.05,60,16.155885
838.5,60,16.18342
779.5,60,16.210272
503.1,60,16.236967
474.55,60,16.26319
-152.5,9,16.26783
621.8,60,16.29487
564.7,60,16.430219
66.8,60,16.458274
600.15,60,16.487004
562.65,60,16.523821
381.45,60,16.550965
603.6,60,16.579381
804.85,60,16.612861
700.95,60,16.639992
900.75,60,16.666003
198.15,60,16.694704
662.4,60,16.719174
713.75,60,16.743685
6.95,60,16.767935
895.75,60,16.794325
984.6,60,16.819811
179.85,60,16.845955
902.0,60,16.869763
970.05,60,16.977641
714.05,60,17.005095
779.55,60,17.028949
578.15,60,17.053271
654.8,60,17.080353
-121.75,60,17.10644
637.1,60,17.13329
170.55,60,17.158212
753.95,60,17.182086
171.65,60,17.20591
535.5,60,17.231083
537.4,60,17.256688
772.25,60,17.282643
422.2,60,17.307049
650.75,60,17.332172
467.7,60,17.359948
244.95,60,17.385287
873.95,60,17.409899
364.4,60,17.521239
700.05,60,17.545705
657.0,60,17.574081
764.0,60,17.602405
1045.9,60,17.629091
554.95,60,17.653414
536.15,60,17.681995
805.95,60,17.708085
658.6,60,17.73258
-178.75,8,17.735984
517.05,60,17.762645
507.7,60,17.788539
989.7,60,17.814655
751.2,60,17.842493
672.25,60,17.870333
508.9,60,17.896441
639.7,60,17.922014
388.95,60,18.032364
619.65,60,18.057408
-37.55,60,18.085039
635.4,60,18.112509
-64.55,60,18.139409
177.95,60,18.165924
810.0,60,18.192924
-188.85,18,18.201297
646.65,60,18.227877
884.15,60,18.252318
188.95,60,18.277675
114.0,60,18.304212
621.3,60,18.331996
77.55,60,18.359072
152.25,60,18.387154
885.45,60,18.41412
624.4,60,18.442719
685.05,60,18.469209
1009.5,60,18.586378
1020.8,60,18.613966
266.3,60,18.640875
481.8,60,18.665635
805.15,60,18.691285
1057.3,60,18.717867
840.75,60,18.741313
43.3,60,18.764633
807.45,60,18.788558
69.15,60,18.812365
617.6,60,18.836069
603.6,60,18.859941
341.35,60,18.883541
945.5,60,18.907199
389.35,60,18.930669
394.55,60,18.954785
689.25,60,18.980082
-36.65,60,19.089602
462.9,60,19.117013
514.5,60,19.144485
835.25,60,19.168011
120.95,60,19.191373
809.6,60,19.214489
736.2,60,19.237669
685.0,60,19.260725
702.55,60,19.28537
765.35,60,19.309117
400.75,60,19.333431
730.3,60,19.363032
597.85,60,19.387711
548.6,60,19.413665
249.05,60,19.440639
702.7,60,19.465677
529.2,60,19.490252
713.1,60,19.597039
-164.5,6,19.600075
742.65,60,19.632256
786.75,60,19.662196
694.05,60,19.691716
1025.05,60,19.721431
829.55,60,19.749898
535.1,60,19.77913
282.4,60,19.805464
571.95,60,19.830577
878.15,60,19.85623
783.3,60,19.882497
623.2,60,19.910456
918.75,60,19.93828
956.7,60,19.965763
-157.0,8,19.969197
550.75,60,19.997465
607.15,60,20.025233
611.95,60,20.05254
700.8,60,20.170119
796.05,60,20.19836
850.55,60,20.227832
660.7,60,20.25099
175.5,60,20.276974
241.3,60,20.303957
576.3,60,20.331762
890.45,60,20.358163
516.3,60,20.382834
564.65,60,20.406856
339.75,60,20.443637
724.9,60,20.469586
735.4,60,20.494171
415.3,60,20.523591
659.6,60,20.560794
254.35,60,20.594216
662.05,60,20.628278
-42.05,60,20.771918
298.7,60,20.801996
808.4,60,20.83148
841.95,60,20.864158
89.2,60,20.896907
704.1,60,20.925921
448.2,60,20.957682
922.05,60,20.989156
543.9,60,21.018097
1030.5,60,21.043223
796.25,60,21.068243
680.4,60,21.094008
508.55,60,21.119307
819.0,60,21.14577
-153.5,53,21.169556
971.35,60,21.196882
635.4,60,21.226857
981.9,60,21.353956
780.25,60,21.381813
469.75,60,21.408854
143.45,60,21.436509
855.85,60,21.464001
894.05,60,21.491462
643.05,60,21.518988
565.65,60,21.546413
824.4,60,21.577595
694.9,60,21.605905
864.05,60,21.630914
464.05,60,21.655124
608.2,60,21.681251
502.55,60,21.708358
885.95,60,21.736632
887.1,60,21.76128
514.7,60,21.7863
667.3,60,21.811511
625.75,60,21.94582
57.25,60,21.973703
121.15,60,22.001787
64.6,60,22.029559
298.45,60,22.057534
941.95,60,22.085696
-17.35,60,22.113688
949.8,60,22.144907
542.6,60,22.173209
286.35,60,22.200289
-167.05,50,22.222722
813.25,60,22.24696
895.25,60,22.271458
-157.2,13,22.277508
776.05,60,22.300983
-164.65,7,22.303859
323.85,60,22.327348
94.5,60,22.352314
744.1,60,22.484334
102.25,60,22.512508
464.45,60,22.540447
663.15,60,22.568311
-158.85,18,22.577264
896.0,60,22.605027
-151.0,11,22.61019
721.45,60,22.637492
716.8,60,22.664675
929.45,60,22.691039
923.8,60,22.71548
792.45,60,22.739995
640.8,60,22.764299
252.6,60,22.792156
-183.3,11,22.796602
830.35,60,22.823308
116.7,60,22.848683
358.5,60,22.875687
721.75,60,22.900249
313.5,60,22.924429
462.9,60,23.049358
798.7,60,23.08172
486.15,60,23.111136
777.15,60,23.140436
834.3,60,23.171482
742.35,60,23.200414
684.55,60,23.228803
-160.4,22,23.238293
1014.3,60,23.265844
679.3,60,23.292562
848.3,60,23.319706
140.15,60,23.345448
129.65,60,23.371493
481.85,60,23.397906
227.25,60,23.423329
842.1,60,23.449174
607.75,60,23.476276
-151.25,22,23.486341
809.05,60,23.634505
255.75,60,23.664091
540.9,60,23.691924
628.2,60,23.719662
-32.25,60,23.747334
669.3,60,23.77698
484.65,60,23.806854
767.6,60,23.83474
486.05,60,23.863654
-154.0,8,23.86711
385.9,60,23.893832
-177.55,12,23.899042
898.45,60,23.925642
633.25,60,23.951934
804.2,60,23.978859
819.7,60,24.005683
-179.5,6,24.009032
690.7,60,24.035218
394.7,60,24.061207
-17.75,60,24.088313
924.85,60,24.217897
361.85,60,24.246715
907.4,60,24.277525
720.25,60,24.305505
373.35,60,24.334388
380.3,60,24.363571
1023.65,60,24.393062
950.4,60,24.423198
486.75,60,24.449415
650.9,60,24.473751
729.85,60,24.500762
1055.75,60,24.525968
907.75,60,24.551005
571.35,60,24.576219
440.6,60,24.601901
287.05,60,24.628609
557.15,60,24.65377
435.85,60,24.785561
700.6,60,24.813902
-156.0,30,24.82835
692.65,60,24.856626
803.1,60,24.886262
540.0,60,24.914017
-156.65,7,24.917184
721.95,60,24.957932
382.6,60,24.984569
414.15,60,25.009872
662.55,60,25.035827
754.2,60,25.063135
721.85,60,25.091127
662.05,60,25.118183
809.65,60,25.144606
540.8,60,25.172458
736.0,60,25.198315
64.0,60,25.224443
841.3,60,25.34802
685.0,60,25.376295
698.5,60,25.408261
294.05,60,25.435815
472.3,60,25.465142
-150.15,12,25.472311
736.8,60,25.503639
661.45,60,25.5311
114.85,60,25.559229
37.15,60,25.58611
768.85,60,25.614718
729.6,60,25.640013
1064.15,60,25.665
640.45,60,25.690083
791.3,60,25.715342
724.95,60,25.740772
-193.15,28,25.753432
782.25,60,25.779298
852.9,60,25.805656
883.7,60,25.932252
-163.0,45,25.953813
576.95,60,25.982136
520.8,60,26.011485
127.3,60,26.039753
877.75,60,26.070408
293.0,60,26.099831
798.3,60,26.128645
175.45,60,26.154558
699.4,60,26.180947
1043.95,60,26.208149
837.1,60,26.233072
271.2,60,26.260199
401.75,60,26.285006
716.2,60,26.319639
668.35,60,26.350836
515.7,60,26.377226
-154.55,35,26.491559
820.05,60,26.521251
48.65,60,26.549381
-152.8,46,26.570258
529.0,60,26.601483
883.8,60,26.62906
915.95,60,26.65638
652.45,60,26.684726
914.55,60,26.715031
176.8,60,26.744305
962.1,60,26.771874
857.2,60,26.796532
842.5,60,26.821959
137.65,60,26.846515
840.25,60,26.876053
470.85,60,26.904257
-155.15,43,26.925333
1093.25,60,26.956859
872.75,60,27.093446
-166.15,15,27.100656
697.2,60,27.128898
316.45,60,27.156898
1015.85,60,27.189783
482.55,60,27.215272
377.75,60,27.240781
599.1,60,27.267589
403.7,60,27.298774
1076.85,60,27.324111
414.2,60,27.348817
497.9,60,27.37483
547.5,60,27.400852
-34.75,60,27.425726
682.5,60,27.450663
705.6,60,27.476329
262.2,60,27.502337
781.45,60,27.526798
399.6,60,27.644129
867.1,60,27.672568
493.3,60,27.699947
418.3,60,27.728257
172.85,60,27.756529
356.9,60,27.784776
606.95,60,27.813026
-184.6,40,27.832622
276.8,60,27.865185
25.55,60,27.894482
704.15,60,27.91784
757.5,60,27.941241
424.15,60,27.968351
559.7,60,27.995818
305.75,60,28.027046
530.75,60,28.060419
649.2,60,28.092234
260.85,60,28.218191
226.85,60,28.247147
221.95,60,28.275613
712.5,60,28.305848
112.75,60,28.334494
834.7,60,28.362103
984.35,60,28.389771
803.7,60,28.418289
941.3,60,28.446304
862.8,60,28.470981
687.75,60,28.497096
-168.6,28,28.510377
480.9,60,28.537359
486.4,60,28.564366
680.05,60,28.591085
-170.0,11,28.596213
823.25,60,28.623369
757.95,60,28.651925
866.6,60,28.680475
457.35,60,28.808876
-173.55,29,28.822422
-161.5,57,28.849071
657.75,60,28.876245
804.9,60,28.91535
729.45,60,28.943092
468.2,60,28.974871
164.95,60,29.004005
-159.25,17,29.011451
504.6,60,29.03709
61.35,60,29.062477
758.85,60,29.089348
62.85,60,29.115443
612.0,60,29.144583
735.35,60,29.173464
-164.0,8,29.17734
968.8,60,29.204352
779.15,60,29.236452
766.85,60,29.266084
702.4,60,29.388507
404.7,60,29.415371
634.7,60,29.442918
524.45,60,29.471682
312.05,60,29.500882
1023.55,60,29.529293
550.5,60,29.562444
859.65,60,29.591306
490.1,60,29.619746
621.85,60,29.645973
-169.5,55,29.670242
908.8,60,29.69496
865.25,60,29.719602
719.3,60,29.745077
291.4,60,29.776486
764.45,60,29.805992
496.4,60,29.834066
608.85,60,29.953781
869.85,60,29.983168
481.15,60,30.011726
320.95,60,30.040058
721.45,60,30.068447
418.1,60,30.097066
806.5,60,30.12566
590.4,60,30.15545
839.35,60,30.184971
865.75,60,30.212026
1031.35,60,30.236639
648.6,60,30.263868
-164.35,11,30.268776
551.1,60,30.296067
917.55,60,30.324071
669.35,60,30.351022
527.35,60,30.37745
720.3,60,30.405919
662.2,60,30.534461
600.0,60,30.566023
378.8,60,30.601242
664.3,60,30.630982
574.9,60,30.658845
-156.1,17,30.666919
32.0,60,30.695858
523.6,60,30.724209
898.95,60,30.753791
781.75,60,30.780247
-150.4,29,30.792038
-160.3,40,30.807633
906.65,60,30.832086
881.3,60,30.8572
472.0,60,30.883095
991.2,60,30.907515
340.3,60,30.933444
475.55,60,30.958361
1006.25,60,30.984893
710.7,60,31.119923
1035.3,60,31.147028
437.9,60,31.174333
280.4,60,31.205142
725.3,60,31.236694
1077.85,60,31.275012
-152.8,16,31.287815
778.4,60,31.320341
-179.35,55,31.350718
356.75,60,31.379932
494.7,60,31.412187
250.3,60,31.443698
863.0,60,31.48104
736.55,60,31.524257
851.35,60,31.552526
-46.35,60,31.583129
-152.25,21,31.593522
637.6,60,31.621899
794.85,60,31.782719
1135.55,60,31.815016
781.4,60,31.84626
1042.9,60,31.88291
907.95,60,31.921548
591.75,60,31.953261
31.05,60,31.983989
508.1,60,32.017612
38.7,60,32.045547
777.0,60,32.073037
880.25,60,32.099086
904.25,60,32.125221
738.85,60,32.152253
851.55,60,32.177756
870.7,60,32.204681
686.5,60,32.230442
801.55,60,32.256478
202.0,60,32.38868
486.95,60,32.417126
-158.8,27,32.429761
143.65,60,32.458687
827.0,60,32.489936
503.0,60,32.517056
829.85,60,32.547855
1066.8,60,32.575418
644.55,60,32.605737
705.0,60,32.634919
951.9,60,32.661009
-151.5,11,32.665723
284.35,60,32.691578
816.1,60,32.715617
568.15,60,32.740127
642.4,60,32.764564
373.6,60,32.797487
501.8,60,32.823939
515.35,60,32.850161
