#{"t_start": 1784589286.8223758, "env_id": "None"}
r,l,t
676.55,60,12.790403
701.7,60,12.865996
523.0,60,12.945484
436.05,60,13.0272
865.7,60,13.106401
382.1,60,13.181469
191.55,60,13.267501
411.15,60,13.348869
501.65,60,13.424278
284.75,60,13.510604
606.5,60,13.585729
-152.75,33,13.627554
81.05,60,13.702242
399.6,60,13.788098
313.85,60,14.015818
474.0,60,14.09429
735.0,60,14.172953
848.2,60,14.251025
762.9,60,14.324569
248.6,60,14.39973
639.2,60,14.484563
702.1,60,14.56235
207.45,60,14.634827
332.55,60,14.716064
622.7,60,14.795789
336.2,60,14.877539
683.5,60,14.952941
671.0,60,15.032804
686.6,60,15.113376
956.35,60,15.1856
-161.0,26,15.222923
751.5,60,15.475715
570.45,60,15.551862
600.0,60,15.62471
821.4,60,15.69836
572.2,60,15.784315
403.65,60,15.865893
536.45,60,15.939767
723.8,60,16.019061
636.0,60,16.092338
693.25,60,16.168649
757.6,60,16.278935
628.15,60,16.355595
576.8,60,16.441864
553.65,60,16.518885
-166.15,24,16.552631
499.15,60,16.631302
588.35,60,16.712832
624.8,60,16.798038
648.25,60,17.082153
668.45,60,17.160569
460.05,60,17.233152
816.7,60,17.316823
578.3,60,17.396018
674.55,60,17.468438
302.05,60,17.552394
899.25,60,17.625793
-156.25,12,17.641397
-153.0,7,17.649529
-158.5,4,17.65406
587.65,60,17.735569
241.0,60,17.81943
541.35,60,17.891203
742.8,60,17.965008
584.75,60,18.03727
62.5,60,18.108837
727.2,60,18.17795
763.05,60,18.254061
601.55,60,18.338598
424.55,60,18.573121
809.1,60,18.644284
686.75,60,18.723983
676.65,60,18.79645
790.25,60,18.871282
-157.0,24,18.904989
142.25,60,18.983423
885.0,60,19.058431
753.6,60,19.140851
588.55,60,19.227152
828.3,60,19.303717
764.85,60,19.383897
535.45,60,19.462302
679.05,60,19.53722
875.75,60,19.608288
811.4,60,19.679565
565.9,60,19.750493
575.55,60,20.027035
-160.75,28,20.080492
714.0,60,20.161624
837.5,60,20.250991
1077.15,60,20.328597
764.65,60,20.407469
622.1,60,20.48338
244.25,60,20.558764
613.25,60,20.644302
619.8,60,20.733844
669.65,60,20.81358
820.2,60,20.895899
227.25,60,20.981153
586.75,60,21.068111
769.65,60,21.161179
861.55,60,21.245731
707.8,60,21.322784
624.3,60,21.39729
772.55,60,21.62242
828.3,60,21.695385
790.65,60,21.775675
534.75,60,21.858421
498.35,60,21.935092
-166.75,15,21.957166
536.45,60,22.031585
-150.25,8,22.044261
886.55,60,22.117931
-170.85,37,22.16447
169.6,60,22.247023
814.3,60,22.323759
388.4,60,22.40025
893.55,60,22.480971
54.25,60,22.554469
462.4,60,22.630234
657.65,60,22.710208
641.65,60,22.783552
600.7,60,22.872803
554.25,60,23.098537
799.35,60,23.178031
868.15,60,23.258472
900.2,60,23.35278
702.95,60,23.442725
724.25,60,23.519537
732.7,60,23.612546
702.85,60,23.710634
353.1,60,23.786285
787.75,60,23.877597
-3.35,60,23.959102
236.25,60,24.033676
722.0,60,24.111569
440.75,60,24.189039
-167.75,22,24.218387
526.95,60,24.294543
606.0,60,24.374211
992.35,60,24.453752
-167.95,38,24.691566
165.0,60,24.767633
696.65,60,24.853842
740.35,60,24.9323
568.55,60,25.017331
755.45,60,25.093688
505.25,60,25.174998
524.5,60,25.257879
931.5,60,25.333762
-151.5,42,25.389419
232.15,60,25.468755
312.9,60,25.550646
389.4,60,25.626652
168.05,60,25.724002
908.55,60,25.826069
-116.1,60,25.914168
732.45,60,25.990736
689.8,60,26.275334
790.75,60,26.377663
-170.45,17,26.401589
143.95,60,26.484483
326.0,60,26.560719
233.0,60,26.647325
739.4,60,26.721872
317.75,60,26.801497
493.4,60,26.89438
695.05,60,26.973144
488.5,60,27.050748
111.95,60,27.127586
584.15,60,27.211772
778.6,60,27.293693
4.15,60,27.382801
665.55,60,27.487198
850.65,60,27.590421
731.8,60,27.696607
721.95,60,28.028896
422.2,60,28.151306
634.9,60,28.263217
306.35,60,28.35498
806.2,60,28.450522
-193.0,3,28.455211
994.85,60,28.552377
851.65,60,28.655903
1030.3,60,28.787016
1057.65,60,28.882756
737.65,60,28.967902
638.3,60,29.051317
777.3,60,29.127581
564.95,60,29.209654
198.55,60,29.287691
739.35,60,29.363
540.05,60,29.441346
700.95,60,29.52057
171.15,60,29.786027
425.95,60,29.868587
512.5,60,29.955188
78.9,60,30.031125
751.65,60,30.113472
584.6,60,30.190282
512.25,60,30.27649
428.6,60,30.352883
739.15,60,30.432584
575.1,60,30.533696
-192.45,20,30.560013
356.45,60,30.645096
611.85,60,30.722722
272.95,60,30.820793
744.1,60,30.92525
-163.0,8,30.935405
912.2,60,31.026008
619.0,60,31.125258
17.25,60,31.231455
841.1,60,31.514576
-188.0,2,31.51754
837.9,60,31.598349
424.85,60,31.697335
-155.85,9,31.713975
927.25,60,31.799378
581.3,60,31.879252
719.85,60,31.964989
483.95,60,32.053462
940.7,60,32.139407
700.5,60,32.226652
594.95,60,32.302615
827.6,60,32.380878
522.7,60,32.461434
377.2,60,32.542369
652.4,60,32.62008
953.2,60,32.6988
-154.8,28,32.735724
363.5,60,32.812945
106.35,60,33.052144
506.35,60,33.130434
