#{"t_start": 1784588846.6388874, "env_id": "None"}
r,l,t
482.95,60,4.634621
240.8,60,4.669075
1088.6,60,4.699337
-163.5,39,4.720771
228.85,60,4.750876
1116.9,60,4.781251
-158.35,15,4.787542
351.3,60,4.817347
453.35,60,4.844519
-154.45,10,4.850085
1033.1,60,4.88045
779.15,60,4.908712
-166.65,7,4.912476
-166.55,49,4.935152
998.4,60,4.968982
692.35,60,5.001136
918.55,60,5.02926
907.85,60,5.058652
908.7,60,5.087915
309.55,60,5.117101
329.9,60,5.148552
884.7,60,5.178313
1133.25,60,5.207444
364.9,60,5.238321
1215.85,60,5.271106
76.35,60,5.301578
1136.5,60,5.332658
852.65,60,5.362541
256.85,60,5.390923
111.0,60,5.418986
620.7,60,5.452854
1186.4,60,5.48389
1005.05,60,5.513634
730.6,60,5.541563
-150.05,9,5.545957
-150.1,38,5.564903
775.75,60,5.593754
249.9,60,5.624089
914.6,60,5.656554
131.85,60,5.685838
834.9,60,5.713235
774.05,60,5.745942
403.4,60,5.779556
593.1,60,5.81452
735.5,60,5.848245
-159.9,4,5.850517
198.15,60,5.887968
279.25,60,5.923136
656.15,60,5.95841
104.9,60,5.991753
884.8,60,6.024531
607.15,60,6.059282
1093.6,60,6.09216
520.55,60,6.124774
839.4,60,6.15579
85.75,60,6.188591
657.0,60,6.221287
1001.15,60,6.254688
-32.25,60,6.288814
1137.7,60,6.319123
1102.15,60,6.351662
386.75,60,6.380228
-179.2,14,6.3863
764.05,60,6.417132
1175.75,60,6.449961
531.15,60,6.485022
885.45,60,6.515773
992.4,60,6.548341
756.6,60,6.581235
695.65,60,6.615001
443.3,60,6.651314
390.8,60,6.684103
503.65,60,6.716314
861.7,60,6.746819
588.35,60,6.78144
930.4,60,6.813465
810.05,60,6.844278
1121.45,60,6.876555
755.1,60,6.906306
220.3,60,6.935249
1145.75,60,6.967239
1040.15,60,7.00032
712.9,60,7.030034
655.8,60,7.062314
638.15,60,7.096095
830.85,60,7.12922
320.25,60,7.160059
338.05,60,7.192977
854.75,60,7.222596
698.65,60,7.251825
783.35,60,7.286864
854.5,60,7.317904
260.8,60,7.351056
68.75,60,7.38548
695.45,60,7.419186
866.5,60,7.452929
223.35,60,7.48614
924.2,60,7.519645
636.6,60,7.552032
1047.45,60,7.582388
912.45,60,7.613197
713.5,60,7.649606
478.0,60,7.684446
583.8,60,7.717833
591.05,60,7.750281
-157.0,34,7.771226
-65.9,60,7.801363
408.9,60,7.835252
670.15,60,7.866638
393.15,60,7.900355
635.25,60,7.930077
1161.65,60,7.963153
440.6,60,7.996425
572.2,60,8.027844
853.75,60,8.063521
698.75,60,8.096122
852.55,60,8.127494
258.7,60,8.161418
675.6,60,8.196985
430.15,60,8.231541
-156.0,9,8.236804
953.8,60,8.27247
1009.75,60,8.306538
489.85,60,8.341129
854.45,60,8.37345
955.15,60,8.406001
268.45,60,8.440992
1113.0,60,8.479343
327.9,60,8.514487
180.5,60,8.550789
24.4,60,8.585943
-204.5,12,8.595252
954.65,60,8.633209
307.4,60,8.668519
905.85,60,8.705544
421.1,60,8.741547
465.35,60,8.778165
889.25,60,8.808793
528.8,60,8.843056
262.95,60,8.880073
657.85,60,8.914631
359.65,60,8.953545
814.45,60,8.986444
366.25,60,9.019801
854.25,60,9.055657
376.1,60,9.091979
681.85,60,9.127721
358.35,60,9.160811
870.65,60,9.194237
717.15,60,9.228654
767.65,60,9.261978
670.45,60,9.294456
671.0,60,9.328791
267.95,60,9.368102
868.45,60,9.404606
676.55,60,9.439257
749.85,60,9.474416
115.5,60,9.505131
1063.05,60,9.53967
451.7,60,9.575572
1013.4,60,9.611959
124.45,60,9.647738
473.45,60,9.68546
340.05,60,9.721261
313.9,60,9.757863
478.85,60,9.792567
862.2,60,9.826704
706.7,60,9.86258
-187.0,9,9.86763
746.6,60,9.903139
844.7,60,9.935079
419.4,60,9.969933
463.25,60,10.003282
492.25,60,10.037486
714.65,60,10.068454
464.65,60,10.100844
656.6,60,10.136746
488.45,60,10.172669
551.7,60,10.206347
461.4,60,10.238848
566.1,60,10.273868
671.5,60,10.312837
938.8,60,10.347906
657.0,60,10.387237
679.05,60,10.422927
922.55,60,10.455467
987.65,60,10.487444
716.6,60,10.51877
968.2,60,10.553323
432.15,60,10.592024
666.55,60,10.627694
512.8,60,10.660077
579.15,60,10.690432
648.45,60,10.725357
899.7,60,10.760786
231.3,60,10.795282
860.45,60,10.825126
959.3,60,10.856851
1021.25,60,10.889925
884.0,60,10.922807
544.25,60,10.956867
411.2,60,10.98977
1179.9,60,11.024313
868.95,60,11.056955
192.25,60,11.087189
678.25,60,11.120258
512.55,60,11.155137
526.8,60,11.189877
707.25,60,11.222603
729.1,60,11.262867
480.5,60,11.298305
743.75,60,11.333335
298.95,60,11.367852
753.1,60,11.40326
314.0,60,11.436131
828.95,60,11.468579
328.55,60,11.5016
939.35,60,11.535694
769.8,60,11.571786
377.7,60,11.60491
699.75,60,11.639179
527.7,60,11.679243
572.3,60,11.717656
553.55,60,11.755784
1091.9,60,11.792636
799.85,60,11.828557
477.9,60,11.865424
781.95,60,11.901879
1042.8,60,11.936116
997.7,60,11.971221
392.25,60,12.003295
889.9,60,12.034574
1110.4,60,12.067433
295.6,60,12.101206
1051.55,60,12.13517
923.95,60,12.1693
1019.5,60,12.202584
915.15,60,12.238104
284.8,60,12.274519
688.5,60,12.307903
217.5,60,12.342869
257.6,60,12.380098
1089.95,60,12.423132
664.3,60,12.45628
846.25,60,12.488978
1005.55,60,12.523563
710.35,60,12.554866
1012.85,60,12.587616
935.6,60,12.623306
433.3,60,12.659777
501.75,60,12.694728
297.4,60,12.731971
655.0,60,12.771279
757.9,60,12.805701
723.65,60,12.843278
438.25,60,12.878422
897.0,60,12.911258
448.8,60,12.94662
924.4,60,12.982363
568.65,60,13.018058
820.25,60,13.052577
321.65,60,13.087907
556.6,60,13.122411
884.25,60,13.154404
776.6,60,13.188005
786.2,60,13.220802
878.65,60,13.255363
956.05,60,13.292311
925.65,60,13.326607
938.05,60,13.362167
508.0,60,13.397994
97.45,60,13.432718
925.2,60,13.469197
480.9,60,13.503801
908.75,60,13.538413
842.25,60,13.575037
799.95,60,13.609185
680.05,60,13.642329
958.5,60,13.677023
799.35,60,13.708818
399.55,60,13.743639
672.15,60,13.774299
680.05,60,13.803723
685.55,60,13.833681
1096.8,60,13.868372
977.25,60,13.904507
299.0,60,13.940329
1192.45,60,13.976184
868.75,60,14.014001
704.15,60,14.050226
521.75,60,14.088417
855.95,60,14.125218
522.55,60,14.164358
717.75,60,14.19979
936.8,60,14.235531
560.65,60,14.271737
557.15,60,14.307779
763.35,60,14.339952
884.7,60,14.378012
1131.05,60,14.410694
819.25,60,14.444297
366.4,60,14.479507
873.0,60,14.516325
813.2,60,14.551437
1017.35,60,14.586693
194.25,60,14.620577
694.6,60,14.653527
776.05,60,14.687214
986.8,60,14.719469
551.25,60,14.753413
568.15,60,14.785733
930.6,60,14.815654
701.5,60,14.845414
813.2,60,14.879366
778.5,60,14.910862
447.3,60,14.941101
532.4,60,14.971811
547.0,60,15.004316
787.4,60,15.035821
675.4,60,15.071323
919.6,60,15.102729
832.35,60,15.137224
968.45,60,15.172115
309.75,60,15.203972
1158.85,60,15.234376
585.85,60,15.270947
600.6,60,15.301481
876.3,60,15.333524
793.25,60,15.364143
785.25,60,15.396584
818.05,60,15.429599
851.85,60,15.461461
751.4,60,15.495321
551.5,60,15.529371
968.45,60,15.562897
642.4,60,15.593357
726.95,60,15.626571
705.4,60,15.659499
1047.05,60,15.691645
714.75,60,15.721372
929.0,60,15.754393
267.1,60,15.786745
467.95,60,15.819528
717.15,60,15.850537
1080.25,60,15.885563
612.25,60,15.91964
554.7,60,15.953001
454.4,60,15.984553
792.7,60,16.018242
907.3,60,16.051407
908.9,60,16.088242
744.6,60,16.121945
841.1,60,16.153368
491.75,60,16.187285
794.0,60,16.221663
964.3,60,16.255085
1043.95,60,16.289842
845.0,60,16.32434
878.25,60,16.362011
559.65,60,16.397071
871.2,60,16.431517
543.7,60,16.46295
555.1,60,16.494765
774.3,60,16.527459
658.1,60,16.562624
817.65,60,16.59403
671.85,60,16.623678
940.7,60,16.653316
450.15,60,16.683453
737.0,60,16.714271
637.25,60,16.744829
873.8,60,16.782061
622.75,60,16.816749
816.0,60,16.851899
1006.0,60,16.88482
1119.8,60,16.917807
1066.0,60,16.952292
639.65,60,16.985754
1333.25,60,17.018022
942.7,60,17.051438
520.9,60,17.086344
930.25,60,17.12017
785.6,60,17.152707
710.1,60,17.185584
585.3,60,17.219397
672.7,60,17.254195
784.8,60,17.291997
851.95,60,17.325288
778.15,60,17.35764
386.8,60,17.394633
889.9,60,17.431693
716.65,60,17.466552
753.65,60,17.498194
584.45,60,17.530009
777.9,60,17.567019
941.4,60,17.599401
616.95,60,17.631082
1045.85,60,17.662795
745.85,60,17.695997
992.0,60,17.730081
751.6,60,17.765173
840.25,60,17.799294
694.55,60,17.836547
941.85,60,17.87255
819.2,60,17.904681
1132.7,60,17.938817
498.05,60,17.972883
915.95,60,18.00386
772.3,60,18.033845
657.55,60,18.067639
859.2,60,18.102188
747.6,60,18.133535
899.95,60,18.166928
166.6,60,18.201198
696.35,60,18.23501
832.8,60,18.266111
509.25,60,18.300884
600.8,60,18.332053
839.4,60,18.368498
874.4,60,18.403207
911.15,60,18.439622
711.05,60,18.473932
849.75,60,18.508613
976.45,60,18.54301
897.35,60,18.578277
1110.0,60,18.622096
773.65,60,18.653753
812.3,60,18.690417
810.0,60,18.725252
-168.1,44,18.751419
713.25,60,18.786005
652.25,60,18.820274
954.15,60,18.853454
668.7,60,18.890844
654.7,60,18.925889
780.65,60,18.961498
921.5,60,18.99453
760.55,60,19.024591
963.3,60,19.057682
929.95,60,19.092773
949.4,60,19.123284
1087.0,60,19.15561
1054.35,60,19.188551
607.0,60,19.218834
911.45,60,19.249384
376.25,60,19.282666
-162.1,51,19.312133
1047.95,60,19.345591
953.6,60,19.380161
782.6,60,19.415166
1029.3,60,19.450548
894.65,60,19.485445
1066.9,60,19.518664
1171.85,60,19.551546
826.2,60,19.585225
720.95,60,19.618564
895.7,60,19.649026
403.4,60,19.681569
644.25,60,19.711225
876.2,60,19.744128
954.75,60,19.779042
696.35,60,19.813693
883.4,60,19.848639
945.75,60,19.883821
586.25,60,19.9184
890.85,60,19.948504
464.3,60,19.979448
1123.75,60,20.012455
230.9,60,20.046386
457.0,60,20.076822
76.35,60,20.10714
802.1,60,20.140412
610.6,60,20.176538
1138.2,60,20.210401
835.4,60,20.241743
966.4,60,20.276608
1056.95,60,20.308253
728.15,60,20.342195
278.65,60,20.374497
753.1,60,20.408891
959.3,60,20.442934
416.0,60,20.477201
1131.35,60,20.50686
975.6,60,20.537549
452.8,60,20.567212
167.75,60,20.599569
1040.0,60,20.630554
801.7,60,20.660645
994.35,60,20.695451
1107.2,60,20.726816
487.65,60,20.75661
993.35,60,20.786748
763.3,60,20.819984
538.85,60,20.852878
806.35,60,20.889216
695.75,60,20.922805
927.15,60,20.957487
899.9,60,20.994833
904.8,60,21.0279
1021.6,60,21.061463
1225.0,60,21.093055
468.15,60,21.125971
1002.3,60,21.158358
871.45,60,21.191152
1069.6,60,21.225561
480.35,60,21.260453
1090.1,60,21.296456
381.2,60,21.331977
795.05,60,21.369174
695.35,60,21.40406
1046.9,60,21.435606
918.15,60,21.470215
440.35,60,21.504482
403.35,60,21.539971
700.35,60,21.57465
904.45,60,21.61195
1036.15,60,21.647887
840.95,60,21.681781
956.15,60,21.714639
948.7,60,21.748363
991.05,60,21.782573
601.15,60,21.816989
718.6,60,21.847615
491.1,60,21.878648
450.65,60,21.912723
355.3,60,21.946599
1001.8,60,21.981009
947.0,60,22.015048
927.55,60,22.048397
950.1,60,22.083194
436.55,60,22.116189
441.2,60,22.149994
811.8,60,22.181076
1134.05,60,22.213992
1019.35,60,22.245315
672.65,60,22.281993
926.85,60,22.316877
1047.7,60,22.350476
676.05,60,22.393358
857.95,60,22.430145
526.45,60,22.46576
748.4,60,22.503359
1165.8,60,22.540222
988.55,60,22.579017
912.05,60,22.61309
599.8,60,22.648805
1118.5,60,22.684733
776.85,60,22.718362
869.4,60,22.750846
873.3,60,22.785716
1240.7,60,22.820208
653.8,60,22.855819
661.8,60,22.892704
601.0,60,22.931752
647.1,60,22.967381
846.6,60,23.002348
752.85,60,23.036924
674.15,60,23.073768
918.1,60,23.109138
990.25,60,23.141082
459.55,60,23.176548
439.1,60,23.210294
724.45,60,23.245744
681.55,60,23.28109
934.5,60,23.316052
732.0,60,23.351093
997.35,60,23.386861
993.0,60,23.421877
810.3,60,23.457014
931.75,60,23.490017
947.45,60,23.523093
360.85,60,23.553619
861.7,60,23.588228
775.95,60,23.62324
-157.2,5,23.625702
443.15,60,23.656744
754.35,60,23.690452
466.2,60,23.725825
908.2,60,23.758802
799.5,60,23.794236
858.7,60,23.829976
647.15,60,23.86657
923.45,60,23.904749
946.05,60,23.941686
1022.65,60,23.978446
829.6,60,24.014124
450.3,60,24.049171
1145.6,60,24.082824
669.45,60,24.115365
1044.8,60,24.14928
565.1,60,24.189069
773.35,60,24.228204
658.4,60,24.266019
838.05,60,24.312145
1096.25,60,24.349536
567.65,60,24.391971
527.5,60,24.427204
953.6,60,24.4631
651.05,60,24.501099
672.9,60,24.540613
836.85,60,24.620454
757.9,60,24.707832
829.7,60,24.788938
744.85,60,24.868511
498.1,60,24.947288
610.55,60,25.03368
613.15,60,25.118402
542.75,60,25.215277
941.6,60,25.30984
757.2,60,25.396913
982.25,60,25.474518
1047.55,60,25.558571
739.7,60,25.637417
375.35,60,25.716383
1074.55,60,25.796055
998.9,60,25.872785
677.45,60,25.954186
874.05,60,26.040097
1166.3,60,26.11786
889.8,60,26.195858
831.2,60,26.27039
996.85,60,26.347464
604.25,60,26.43338
1188.6,60,26.510448
859.9,60,26.585941
790.9,60,26.671391
644.1,60,26.756231
936.0,60,26.840096
513.7,60,26.916576
820.3,60,26.990398
717.2,60,27.066806
850.4,60,27.144396
944.85,60,27.221586
969.1,60,27.31206
671.75,60,27.400415
955.35,60,27.493757
1052.4,60,27.574801
830.1,60,27.652989
1077.0,60,27.730848
1014.6,60,27.822428
936.5,60,27.921691
924.3,60,28.013003
770.8,60,28.097953
758.3,60,28.182586
634.4,60,28.270267
994.9,60,28.354424
1038.85,60,28.448892
662.55,60,28.531281
915.85,60,28.636874
929.25,60,28.720733
914.7,60,28.811247
952.35,60,28.895749
729.85,60,28.97778
898.15,60,29.060319
408.5,60,29.141164
1016.45,60,29.22276
676.3,60,29.311003
592.85,60,29.396876
1037.6,60,29.476597
1153.5,60,29.560585
737.05,60,29.642167
711.1,60,29.733743
559.6,60,29.817776
715.9,60,29.898991
1012.1,60,29.982085
1202.2,60,30.064065
936.85,60,30.148594
610.05,60,30.236957
1194.5,60,30.32012
1090.75,60,30.401698
827.65,60,30.483893
440.85,60,30.573281
492.95,60,30.653261
617.85,60,30.739375
914.6,60,30.819308
801.85,60,30.925388
815.75,60,31.01209
587.6,60,31.104376
819.0,60,31.186844
1011.8,60,31.272091
839.35,60,31.354101
982.0,60,31.458428
642.55,60,31.556016
839.75,60,31.638872
659.65,60,31.720507
919.5,60,31.801924
803.2,60,31.904819
765.5,60,31.99567
746.65,60,32.090178
741.65,60,32.180744
1053.85,60,32.272334
1233.55,60,32.375026
1066.3,60,32.488412
941.5,60,32.599665
1203.25,60,32.711431
1199.85,60,32.837023
859.35,60,32.946409
662.3,60,33.065643
-163.4,22,33.115305
839.9,60,33.236725
707.4,60,33.368146
1072.0,60,33.513494
800.75,60,33.644528
589.15,60,33.749201
941.8,60,33.848746
712.55,60,33.94958
1133.8,60,34.064808
885.05,60,34.171153
1097.2,60,34.259872
385.0,60,34.364397
960.55,60,34.471241
808.05,60,34.558974
359.0,60,34.654522
896.95,60,34.74291
1119.45,60,34.835698
877.5,60,34.935849
1014.35,60,35.027909
1134.95,60,35.116037
1177.55,60,35.208864
1067.75,60,35.300746
906.7,60,35.389017
904.6,60,35.487546
751.75,60,35.580329
847.8,60,35.67312
1074.2,60,35.763448
838.9,60,35.862999
622.65,60,35.958169
791.15,60,36.075971
431.45,60,36.171142
819.25,60,36.273225
1005.0,60,36.37035
940.7,60,36.468426
945.0,60,36.556394
768.55,60,36.660467
662.4,60,36.751442
871.9,60,36.86299
776.3,60,36.973331
321.1,60,37.086098
754.95,60,37.179275
1268.5,60,37.267831
962.05,60,37.367306
828.1,60,37.454165
452.55,60,37.538435
959.45,60,37.619519
912.2,60,37.711451
1128.4,60,37.793971
547.75,60,37.875653
901.55,60,37.956808
977.9,60,38.044142
848.65,60,38.142209
906.9,60,38.23072
942.45,60,38.326231
685.8,60,38.419081
1041.0,60,38.507699
486.2,60,38.60484
1047.65,60,38.693711
860.35,60,38.779826
859.75,60,38.865484
1103.3,60,38.95502
1058.8,60,39.035254
510.45,60,39.117499
990.85,60,39.201725
947.45,60,39.289212
583.25,60,39.376598
941.6,60,39.469989
913.35,60,39.558607
1094.2,60,39.649087
600.3,60,39.73329
1048.7,60,39.820241
882.65,60,39.927496
528.4,60,40.017805
209.35,60,40.111588
727.85,60,40.2059
1246.95,60,40.307553
509.45,60,40.412038
672.9,60,40.501066
989.7,60,40.585641
708.6,60,40.681568
936.65,60,40.770025
952.7,60,40.856761
864.55,60,40.954733
1050.75,60,41.047959
531.0,60,41.133375
377.85,60,41.23189
296.15,60,41.315216
303.55,60,41.397394
714.2,60,41.488891
989.85,60,41.615327
577.4,60,41.701622
761.85,60,41.787287
871.25,60,41.874682
874.8,60,41.957115
780.95,60,42.039881
932.7,60,42.134913
796.95,60,42.2173
1004.65,60,42.319564
929.8,60,42.409672
961.3,60,42.507312
480.5,60,42.590676
403.95,60,42.675404
956.7,60,42.757892
345.6,60,42.850226
858.85,60,42.930929
935.25,60,43.014733
303.35,60,43.09943
1045.95,60,43.196169
360.25,60,43.286742
874.25,60,43.37998
995.75,60,43.465004
1076.95,60,43.553435
1176.9,60,43.638912
488.45,60,43.723823
906.95,60,43.825592
796.0,60,43.923074
637.35,60,44.015549
1053.25,60,44.10266
866.55,60,44.188999
865.8,60,44.286759
495.75,60,44.375733
600.05,60,44.464871
1142.85,60,44.558942
995.15,60,44.667434
1069.25,60,44.770625
890.8,60,44.868537
768.35,60,44.964134
772.45,60,45.057076
460.0,60,45.146503
838.2,60,45.250991
1092.0,60,45.339368
830.2,60,45.428096
747.55,60,45.534846
1100.3,60,45.623375
590.0,60,45.717809
912.05,60,45.805326
1022.9,60,45.886958
711.15,60,45.983944
429.8,60,46.073549
1004.4,60,46.156932
476.2,60,46.238762
491.5,60,46.321252
